Date,profitfee
2023-02-08,1198111.9140625
2023-02-09,1198111.9140625
2023-02-10,1198111.9140625
2023-02-13,1198111.9140625
2023-02-14,1198111.9140625
2023-02-15,1198111.9140625
2023-02-16,1198111.9140625
2023-02-17,1198111.9140625
2023-02-20,1198111.9140625
2023-02-21,1198111.9140625
2023-02-22,1198111.9140625
2023-02-23,1198111.9140625
2023-02-24,1198111.9140625
2023-03-01,1198111.9140625
2023-03-02,1198111.9140625
2023-03-03,1198111.9140625
2023-03-06,1198111.9140625
2023-03-07,1198111.9140625
2023-03-08,1198111.9140625
2023-03-09,1198111.9140625
2023-03-10,1198111.9140625
2023-03-13,1198111.9140625
2023-03-14,1198111.9140625
2023-03-15,1198111.9140625
2023-03-16,1198111.9140625
2023-03-17,1198111.9140625
2023-03-20,1198111.9140625
2023-03-21,1198111.9140625
2023-03-22,1198111.9140625
2023-03-23,1198111.9140625
2023-03-24,1198877.9296875
2023-03-27,1182283.984375
2023-03-28,1177401.953125
2023-03-29,1189074.0234375
2023-03-30,1198982.03125
2023-03-31,1191758.0078125
2023-04-06,1195382.03125
2023-04-07,1194332.03125
2023-04-10,1201435.9375
2023-04-11,1206974.0234375
2023-04-12,1201869.921875
2023-04-13,1194993.9453125
2023-04-14,1211071.875
2023-04-17,1217721.875
2023-04-18,1199074.0234375
2023-04-19,1178433.984375
2023-04-20,1179451.953125
2023-04-21,1135163.8671875
2023-04-24,1145509.9609375
2023-04-25,1094550.0
2023-04-26,1099021.875
2023-04-27,1119611.9140625
2023-04-28,1141879.8828125
2023-05-02,1150045.8984375
2023-05-03,1133747.8515625
2023-05-04,1149729.8828125
2023-05-05,1153851.953125
2023-05-08,1164595.8984375
2023-05-09,1165840.0390625
2023-05-10,1157441.9921875
2023-05-11,1119567.96875
2023-05-12,1121979.8828125
2023-05-15,1134258.0078125
2023-05-16,1164691.9921875
2023-05-17,1236195.8984375
2023-05-18,1253401.953125
2023-05-19,1257891.9921875
2023-05-22,1261374.0234375
2023-05-23,1261467.96875
2023-05-24,1256933.984375
2023-05-25,1325972.0703125
2023-05-26,1346315.8203125
2023-05-29,1353897.8515625
2023-05-30,1342849.8046875
2023-05-31,1326343.9453125
2023-06-01,1329143.9453125
2023-06-02,1367040.0390625
2023-06-05,1366740.0390625
2023-06-06,1378495.8984375
2023-06-07,1396979.8828125
2023-06-08,1379327.9296875
2023-06-09,1404041.9921875
2023-06-12,1451311.9140625
2023-06-13,1462283.7890625
2023-06-14,1476017.7734375
2023-06-15,1492715.8203125
2023-06-16,1478958.0078125
2023-06-19,1470904.1015625
2023-06-20,1461488.0859375
2023-06-21,1460640.0390625
2023-06-26,1428574.0234375
2023-06-27,1405390.0390625
2023-06-28,1410225.9765625
2023-06-29,1398197.8515625
2023-06-30,1407251.7578125
2023-07-03,1440983.7890625
2023-07-04,1452297.8515625
2023-07-05,1435429.8828125
2023-07-06,1376577.9296875
2023-07-07,1356986.1328125
2023-07-10,1359281.8359375
2023-07-11,1404793.9453125
2023-07-12,1423061.9140625
2023-07-13,1454706.0546875
2023-07-14,1479965.8203125
2023-07-17,1497815.8203125
2023-07-18,1477220.1171875
2023-07-19,1445125.9765625
2023-07-20,1445401.7578125
2023-07-21,1431501.7578125
2023-07-24,1436520.1171875
2023-07-25,1465238.0859375
2023-07-26,1462004.1015625
2023-07-27,1473045.8984375
2023-07-28,1492351.7578125
2023-07-31,1452538.0859375
2023-08-01,1465588.0859375
2023-08-02,1393591.9921875
2023-08-04,1398306.0546875
2023-08-07,1425436.1328125
2023-08-08,1391472.0703125
2023-08-09,1389565.8203125
2023-08-10,1353074.0234375
2023-08-11,1341225.9765625
2023-08-14,1311870.1171875
2023-08-15,1308583.7890625
2023-08-16,1306470.1171875
2023-08-17,1324636.1328125
2023-08-18,1324636.1328125
2023-08-21,1324636.1328125
2023-08-22,1324636.1328125
2023-08-23,1324636.1328125
2023-08-24,1336136.1328125
2023-08-25,1294202.1484375
2023-08-28,1300128.3203125
2023-08-29,1327696.2890625
2023-08-30,1335900.1953125
2023-08-31,1322614.2578125
2023-09-01,1324364.2578125
2023-09-04,1351254.1015625
2023-09-05,1353704.1015625
2023-09-06,1337520.1171875
2023-09-07,1316416.2109375
2023-09-08,1310396.2890625
2023-09-11,1281194.3359375
2023-09-12,1310056.4453125
2023-09-13,1310754.1015625
2023-09-14,1356378.3203125
2023-09-15,1373224.4140625
2023-09-18,1335726.3671875
2023-09-19,1319752.1484375
2023-09-20,1289514.2578125
2023-09-21,1247894.3359375
2023-09-22,1263586.328125
2023-09-25,1282482.2265625
2023-09-26,1249198.2421875
2023-09-27,1260572.265625
2023-09-28,1271022.265625
2023-10-02,1298478.3203125
2023-10-03,1278326.3671875
2023-10-04,1257208.203125
2023-10-05,1291016.2109375
2023-10-06,1307916.2109375
2023-10-11,1334200.1953125
2023-10-12,1357612.3046875
2023-10-13,1337016.2109375
2023-10-16,1330086.1328125
2023-10-17,1316034.1796875
2023-10-18,1277738.0859375
2023-10-19,1281316.2109375
2023-10-20,1272712.3046875
2023-10-23,1245990.234375
2023-10-24,1258572.265625
2023-10-25,1255462.3046875
2023-10-26,1216980.2734375
2023-10-27,1222842.1875
2023-10-30,1229746.2890625
2023-10-31,1199974.21875
2023-11-01,1213282.2265625
2023-11-02,1276938.0859375
2023-11-03,1308942.3828125
2023-11-06,1324458.3984375
2023-11-07,1332694.3359375
2023-11-08,1342662.3046875
2023-11-09,1339618.1640625
2023-11-10,1336736.1328125
2023-11-13,1371334.1796875
2023-11-14,1402354.1015625
2023-11-15,1421734.1796875
2023-11-16,1425602.1484375
2023-11-17,1433994.3359375
2023-11-20,1442418.1640625
2023-11-21,1459550.1953125
2023-11-22,1452696.2890625
2023-11-23,1455360.3515625
2023-11-24,1452676.3671875
2023-11-27,1424490.4296875
2023-11-28,1464852.1484375
2023-11-29,1472270.1171875
2023-11-30,1478900.1953125
2023-12-01,1484558.3984375
2023-12-04,1474748.2421875
2023-12-05,1462594.3359375
2023-12-06,1465814.2578125
2023-12-07,1456302.1484375
2023-12-08,1477822.4609375
2023-12-11,1480352.1484375
2023-12-12,1483932.2265625
2023-12-13,1490906.4453125
2023-12-14,1533096.2890625
2023-12-15,1522002.1484375
2023-12-18,1528398.2421875
2023-12-19,1516100.1953125
2023-12-20,1500720.1171875
2023-12-21,1511662.3046875
2023-12-22,1513684.1796875
2023-12-25,1518248.2421875
2023-12-26,1547776.3671875
2023-12-27,1574582.2265625
2023-12-28,1573156.4453125
2023-12-29,1582388.0859375
2024-01-02,1560286.1328125
2024-01-03,1509308.3984375
2024-01-04,1506310.3515625
2024-01-05,1501334.1796875
2024-01-08,1511510.3515625
2024-01-09,1493564.2578125
2024-01-10,1490006.4453125
2024-01-11,1501640.4296875
2024-01-12,1502682.2265625
2024-01-15,1499186.1328125
2024-01-16,1462746.2890625
2024-01-17,1428250.1953125
2024-01-18,1503732.2265625
2024-01-19,1548586.1328125
2024-01-22,1562486.1328125
2024-01-23,1571154.1015625
2024-01-24,1573396.2890625
2024-01-25,1591518.1640625
2024-01-26,1594678.3203125
2024-01-29,1611120.1171875
2024-01-30,1588512.3046875
2024-01-31,1568684.1796875
2024-02-01,1597700.1953125
2024-02-02,1603910.3515625
2024-02-05,1727320.1171875
2024-02-15,1722362.3046875
2024-02-16,1706638.0859375
2024-02-19,1716472.4609375
2024-02-20,1729128.3203125
2024-02-21,1759800.1953125
2024-02-22,1784444.3359375
2024-02-23,1774308.3984375
2024-02-26,1787328.3203125
2024-02-27,1753738.0859375
2024-02-29,1797500.1953125
2024-03-01,1797500.1953125
